gene_name,logFC
TRAF4,-1.1897959398098983
GSTO2,-1.2626711429720165
SHC4,-2.1087453167784544
FHL2,1.310822906893979
SPRYD3,-1.2314012456827812
CCDC40,1.6607504470896317
CES2,-1.2741275890431054
TENT5A,1.8827196968999342
SLC3A2,-1.739311994039909
MARCHF3,1.674086478273231
TMC6,-2.493685184200978
FRZB,2.7645002710392155
GJB4,-3.770332047206997
FAM171A2,2.0751400509633315
FOXN3,1.628315819435955
KCNK2,3.027135089103528
ANKRD65,-2.2218413266070005
CUL4B,1.4822627073059929
DOCK2,2.2554202711584836
TNS2,2.020439005958683
MOXD1,2.8038953680149543
PRRX2,3.2376399952327457
TMEM121,2.57441645849727
BTG2,-2.649288994125984
SH2D5,-2.105285113216322
ACBD7,1.954054855977035
MSI1,2.61571958348435
GBP1,1.218428403184712
NOVA2,3.9208142932169485
NXPE3,1.14181902514878
EPS8L2,-1.3786933489852256
ESR1,-2.4069184685338363
FAAH,-1.7809061816834988
SDR42E1,-1.345016381968338
S100A10,-1.3841990245275717
"NAP1L5",1.6989569629193833
TREM2,-3.2532709945604963
WNT9A,-2.3332599015559663
PLEKHA4,1.3490404972486725
CNTNAP1,1.4963298870448096
PRMT8,-2.293896423637491
NEDD4L,-1.848037439992126
PLEKHO1,1.7988342347109139
CNTNAP2,-3.9387337054385223
PDGFRA,3.515785859642174
ZFP36,-1.9277304617653583
SULF1,2.311922198981397
SLITRK4,3.17871619240766
MCC,-1.5240104380524073
MAGED4,3.2044229577322954
ADAMTS7,1.5046468179048738
TRIML2,-2.5606341020550407
FUT3,-3.7399240667057834
CHRNB1,-1.7799947010293629
AKAP5,2.389994519080498
SYTL4,1.4707471073413634
LITAF,-1.1368834227229194
IFNK,-6.909681671934898
RNF223,-5.0886205779480695
NUP62CL,-2.1447542418452623
AVPI1,-1.4873752781952783
CPED1,2.553922704230487
PLPP4,2.90098530874328
CCDC88A,1.456133155887998
STYK1,-1.8596751462215364
DENND2D,-1.630122033226836
FGFR1,2.562910719195394
MAP3K12,1.3820202830538046
INAVA,-2.498172492439919
APLP1,2.182661676712146
ARNTL2,-1.0230418592881656
TPD52,-1.3630261989225227
RPS6KA1,-1.213449137105778
PPP1R3C,1.8776874361379186
SLC22A23,-1.6351935211887387
KCNC4,-1.9964307909290842
ULBP1,2.11077518323388
TMEM44,1.2978292049316378
B4GALNT3,-1.9712196982863193
TYSND1,-1.2797171980164066
FYB1,-3.3183146500002
FBXO44,-1.2530965664869884
SYT8,-2.755340780217766
COX6B2,-2.1840145461889966
CYP2U1,1.2483727793164072
FAM102B,1.9787850863509122
ETS2,-1.009583741493271
OCIAD2,-1.595744448351589
AK5,3.28488415788772
RNF44,-1.3014333954588062
TRPV3,-1.8240841791649232
RASSF6,-3.6154134031847946
GPSM1,1.268002415558689
LAMA1,1.4971513359825013
NPTXR,2.087431008220542
B3GNT8,-2.099696668940783
LSP1,3.1866394794523556
HEG1,1.5768109184600272
NKX6-1,3.047114700510593
ME3,1.6902069154819914
IL17RC,1.2354520573717123
LCE1E,-3.3111125865228903
APBB1,1.2642470177392615
C1orf198,-1.1663597353990356
SP6,-1.7240283407860195
DENND5A,1.0626943911512645
IRX5,-5.225476332962073
FSD1,1.5216831218079723
VSIG1,-2.487476184800834
SV2A,2.175824015085904
PYCARD,-1.9555598697719696
APOL2,1.1864793920923509
CTDSPL,-1.2596741599144856
ACOT11,-2.027120463411709
TENM2,-2.516041441863635
SLC47A1,2.371250340738998
EPB41L1,1.746920030592266
MYO1E,-1.2186545769110049
IRX4,-1.9259142860100928
TMEM238,-2.7739570933820286
FBXO43,1.6990027555088663
CRYGC,-8.16562658029273
LTBP1,1.7662954701329348
GANC,-1.235716430071343
TLNRD1,-1.3164048752476778
ZFP36L2,-1.5736564371363078
AXIN2,2.4082191231481005
FAM126A,1.0383956820942224
ADGRL3,2.872189741186954
MFAP4,2.9751493658277752
KCNK5,-2.449612821964135
GAMT,1.8012906830454236
LRCH2,3.1558896349936014
DDN,-2.0937711762404456
SEMA3E,-3.7306103026845188
KLF13,-1.21654647991892
APOBEC3B,1.8780897528379803
CDH11,3.163861338864257
COL5A1,3.587395256759234
RASSF5,-1.8080821749719413
TTLL12,-1.5169829772733574
KRBOX1,-2.5934606419565225
IGFBP5,2.5548801957810023
FCMR,-3.0583667472314198
SYT3,5.007649035990931
SLC7A2,1.663934533399624
MMP2,3.8905776926575593
NXN,-1.4428890246737414
ARHGEF35,-1.8988714978165977
ARHGEF40,1.36134855357748
ZEB2,3.098949292833793
RECK,1.7749689721637993
PNMA2,3.673932904175337
ADAMTS5,3.165897031473739
SCD5,-1.2330293289421892
SNAI2,-1.9665276473288513
ADAM22,2.1264638026679257
FAM53A,2.082496889859066
GAL,-2.6120552894525253
UTRN,1.3263289182826055
LMCD1,2.2602780707792043
KCNJ15,-3.2734612344267924
FLOT2,-1.197989104744494
FGF14,2.189276895383466
PNMA8C,3.9694074606705407
ITGAV,1.3803356234853488
PRDM1,-2.1534763102814205
SULT2B1,-3.7035272570340787
B4GAT1,1.281340868091962
NPNT,-3.684002660989633
MID1IP1,-1.008600497534965
PLEKHG4,2.0147686950730463
P4HTM,1.165793264095321
SLC25A39,-1.4107755685115217
AGTR1,4.210410195222761
FAIM2,3.460583088078445
SAA1,-3.046792829839949
TNFAIP6,3.4725005841692766
RNF39,-1.579871682216306
HDAC9,-1.7639294555347498
GADD45B,1.3360436052186746
LAYN,1.4195384674913758
PSD,2.2278077933943123
KDM1B,-1.0547450671709442
COL1A1,3.3528048546293894
FAM180A,2.9947137349146598
MYC,-1.5791624119577523
PIEZO2,4.498130881522911
RFLNB,1.2292094598564984
CERS1,1.9728434841908347
TSTD1,-1.694985915180425
INHBA,-2.3708796879110374
SEMA4C,1.1402736725059084
PRRT2,2.6597719742925086
MEGF8,1.2607935170703635
DAAM2,2.511425326341142
OVOL2,-5.12550802221258
PLCE1,1.7644825796928654
KLF2,2.333082534241196
"NAV2",2.089505910547347
SELENOV,4.11821124815606
ADAMTSL1,3.1069811048967764
ATP6V0E2,1.480906428122122
RAB26,1.785056621833232
FEZ1,-2.669033098715809
ZNF730,2.8038652619618687
METTL7A,1.466142053537495
CDH6,4.262795912516799
PLK2,-1.2372474834489553
TMEM184A,-1.9354124967938933
RAB27B,-1.5957760643712917
GRB7,-1.753920546453674
IL24,-3.0656756781430756
ANKRD6,-1.830003691495543
CSNK1E,-1.0083243552070045
CORO6,-1.3840288522549793
SNED1,2.6405509506173175
SLC16A3,1.361249760675631
MMP17,1.3761131190723728
SLC39A14,0.9716760106394297
GALK1,1.2688562293770351
"NAP1L3",3.1787966325059056
STARD13,1.2896923557684654
GRIA1,3.1835444070167087
DAGLA,2.064435809546623
SDR16C5,-5.036408145136563
PDZK1IP1,-3.60992877583606
SAMD5,-3.094950069246587
IP6K3,3.1012421687966505
PNPO,-1.0991505427334247
SLC45A1,2.918203787541411
GAB3,2.285230126502068
COL13A1,1.735405597311556
TMEM79,-1.5297974938831165
CD86,-4.085317602089613
CACNA2D1,2.8940839127439717
MICALL1,-1.386125399118633
UPK3B,-2.490978047433305
PPP1R14A,-2.8944395824553517
CMIP,-1.9979315917912137
"NAXE",-1.080426632927255
NFKBIZ,-1.3194627416233797
SLC37A1,-1.6790422612090328
IFFO2,-1.6037120140022252
RCAN3,-1.2980256315097365
DENND2C,-1.743683653504025
OSR1,2.0747106388096688
MLPH,2.7921390378426576
HMOX2,-1.2487570624448365
CTNNBIP1,-1.3830336381973851
EXTL2,2.3129470410939215
IL22RA1,-1.7358047200835838
GNG11,1.4969706558621307
GPR155,1.8182518713912634
CYP24A1,-5.673910573056399
CTAGE8,-2.032198671656096
NPW,1.8929080163324392
BEND7,1.9061941446679649
ASTN2,2.2307528495015374
CLIP3,2.3901749247151582
HEBP2,-1.137471435967194
NLGN2,1.4329929497904286
FCRLA,-3.284941668800574
SLC39A8,-2.0857243069233253
CTNND1,-1.2221277810916085
ADGRE2,-1.3350699353148388
ALPK2,3.249069992134894
SLC16A13,-1.4201751358760866
CDK5R1,-1.4365633990946578
C1QL1,2.633624755319876
DCN,3.443089198316157
FBXO27,-1.457430652587672
LRRC3,2.4072621990695877
PECAM1,2.968987024417036
FERMT2,1.7927697954853148
GNA14,2.829186195516097
KANK1,-1.6141395675015102
KIAA1755,2.248378663941122
TMEM63C,-1.8366308468828032
NFE2L3,1.9768078657785817
PAMR1,2.257213954075708
SEZ6L2,1.1147893698022633
TSPAN5,1.4694643712740467
CCL28,-3.183738098254863
FBLN2,1.6794924984006214
KIAA1522,-1.0449904157534775
CAMK1,1.5756411559394496
FOS,-3.2644841894056076
CCPG1,1.7041535371443484
ADIPOR1,-1.0959392957465663
TFPI2,-1.281727371263981
PRKCA,1.9386189961757354
IGFBP3,3.349282122322373
SERPINF2,-1.7974853453335033
PKP1,-1.2973238720149007
MMRN2,-2.869605272509134
DHTKD1,-1.1016052875928244
C1GALT1,1.6704504065205459
AGAP3,-1.1372353365310963
THSD4,-1.141776441093626
PELI1,-1.5466098168924252
SULT1E1,4.080753905417545
ZCCHC18,2.676650951520381
SQOR,-1.5131278594683621
EFHC1,1.6650174294084419
MORN3,2.155225846531429
PYGO1,1.7421558763071558
MGST1,-1.3043167425036546
SPAG1,-1.199229882660048
COL4A2,1.3696236035886686
IQCA1,-1.6994068856030147
C3orf18,1.3916679521262163
ARHGAP28,2.5974176101177817
PCDHB14,2.6053374266841987
EML5,-2.3687054780709107
DUSP10,-1.9170641188331135
C15orf48,-2.3689457044329143
RGS2,-1.83324139872627
LTB4R,-1.5010674215387823
NOTCH1,-1.7419384278120693
TFAP2A,-2.0803330943808303
S100A7,-5.615805915560729
TSKU,-1.1285863483227667
FAM171A1,1.5362203719186969
ADGRA3,-1.0526165336893494
BSPRY,-2.5305370854645313
PRICKLE3,-1.4718258336854888
ZYG11A,1.3029929330544359
FBXL7,3.5324398414154254
GDF5,2.3817819917768746
NCCRP1,-3.670385295860409
SPACA6,1.5252151295072784
PCDH17,3.0403311470383154
ADRB2,-2.4027030921737853
PRNP,-1.0683359774290677
ADAM12,2.958553301570844
DDAH1,1.4732923352283855
CNN1,2.914473317797459
CYYR1,-3.825390324060967
KCNH1,2.751117004570609
WTIP,1.656294560954594
POF1B,-4.159394969013489
ADARB1,-1.0161707706618401
TNNI1,-3.1048833040506003
DTNA,-2.2014601007647596
SOWAHB,-2.7986914123051774
RHBDF2,-1.172481261280352
GPRC5C,-2.146620016508397
THBS2,2.5548114960636723
DHRS1,-1.2854883341166914
ZDHHC9,-1.104025037071197
APBA1,2.5279148552214776
ZP3,-1.9538994368180223
NPR2,1.2584563247224032
TRMT9B,2.840223645369483
KLHL21,-1.4995937712737017
SAMD9L,2.6754252127141003
CA11,1.5372869609416335
HMOX1,1.8561911232421562
TNNI2,-3.0525674531212346
VIPR1,-2.8992684544382614
PCDHGB4,1.9179886108541748
GNB4,0.9651158565698755
ABHD17C,-1.6596498753483362
GRIA3,2.635033914043013
GSDME,-1.2779708650999408
ATP6V1G2,2.4120735156116346
DNAJC13,1.0307649151792837
CAB39,-0.9960240409633888
PCDHGA7,2.4230359470717446
ABCA8,4.86146766776446
ARHGDIB,-2.835174487295121
AKR1C2,-2.0994788221600733
SH3BGRL2,-1.2966319031456026
GYG2,3.5192392342609393
NRK,2.3360424256515375
AKAP12,1.6450687575820506
BCL11A,-1.8481630391792345
UGT8,2.4078062313832644
GPR1,3.1072485778319963
GCC2,1.0391718623855595
CCDC184,2.6722375075609888
GPRASP2,1.3816827005714665
SLC7A5,-2.7178876870284436
CNRIP1,2.894767736491604
TCEAL5,2.203396928037804
TRIB1,-1.7801738657281756
ABCC9,2.453387711883793
FOXC1,-1.7303353568699724
COLEC12,5.144775854875779
APLN,-2.8691628011831405
MTRNR2L12,-1.937669077970679
CXCL1,-2.42658821854921
PKD2,1.3396546241273728
ZNF219,-1.1654606508445657
RPS6KA2,1.7381963823820785
SPDL1,0.9582657996388534
ZC3H12A,-1.8418614773601085
SAV1,-0.9752332884029864
RASSF4,1.2475406161933158
AHCY,-0.98448882124877
ARHGAP27,-1.3079603389627856
GCLC,-1.054053915211434
SEMA5B,-2.619688690990954
TGIF1,-1.2680936973898
HECW2,2.1679024868039005
NFATC4,2.008181998003957
C1orf216,1.3015076953378584
FCGRT,1.140509380076916
MRGPRX3,-4.995526468524805
ITGB8,-2.122509495097093
TRPM3,3.390385386980299
GLB1L2,-2.3070478654801887
RNF222,-3.6382732722033295
ITGA10,1.7182426926101615
COL27A1,-1.196058404541156
ZDHHC12,-1.016670806643628
BCL7A,-1.0921044190280278
CITED4,-1.3798961561317322
DIPK1B,1.6820135159687941
SNCA,-2.2909639104695394
ABCA12,-2.7579835037110847
ALDH5A1,1.3445150456817372
WDR77,-0.9334425089012675
TRIB2,1.082970809467976
FDFT1,-1.503104140130758
MICU3,1.90392955727442
DISC1,2.492391001532346
RGS7,3.2091972373899957
NR1D1,-1.3106671719759142
SLC15A3,1.9979017829654833
RGS17,1.52535830113056
PCDHGA2,1.9479891381675105
JRK,1.2710922130147626
KCNIP3,1.6351612055124745
MPZL3,-2.192594518526864
PRRT4,-2.166912685064001
ZNF117,1.7832082428604552
MILR1,2.345430330283716
PSTPIP1,-1.4281529496638985
BAIAP2,-1.1841735969058202
C3AR1,2.3886703323494163
SLAMF9,-2.0944266826913385
HSD17B7,-1.0609951114634986
FO681492.1,1.9019299842516468
DBP,1.6902706405974146
PITPNM3,-1.0470173712434296
CDON,1.3609441316669664
AOX1,1.7450908472041506
MMP11,2.27539858175969
CENPF,1.052367147414868
PADI2,1.6600939665474295
GATA3,-2.1146980277245024
MMP9,-3.7052670842372297
MAP2K3,-0.9119254784112267
FAM114A1,1.165479138413224
DOCK1,0.9084935438389411
CEP295NL,2.581677192458088
GNS,1.1141127866133145
APOL3,1.8314965614173617
ACSS2,-1.257092404008542
ITPKC,-1.3664988418048387
MYBL1,1.1274793028537806
SORD,-1.0387529360058037
SPARC,1.7339469934593355
SLC2A3,2.073716855686895
DLX3,-2.4615733115914833
ISG20L2,-1.8048201972102351
ZDHHC2,1.1775760994757158
HAND2,4.631526967215699
GAREM1,-2.281383012615832
SGCB,0.9914473220996054
KLK14,-2.4926890717642016
BMP2,-4.229916438531731
MDGA1,1.5789698238508174
ANK2,1.5651341411012463
TICAM1,-1.2874330768278712
TSPAN9,0.9184388118620976
GEM,1.427543658850588
TTC9,-1.940280806665723
SERPINB1,-2.173448496152831
UBA7,1.446488838230123
ERN1,-1.093545511750483
RNASET2,-1.0681462382776412
FAM234A,1.0017956389630605
PBXIP1,1.2211537813577749
PCED1B,-2.415730430346278
SCARB2,1.1846355848578336
LENG9,-1.6937522931331306
DNER,1.7016951662752444
LRRC1,-1.3114515736472077
AATF,-1.0978752296083356
CES3,-2.0292909399594032
SDCBP2,-1.4836754842358608
ZMYND10,2.2158088154296736
LINC00514,-3.121140712731399
SLC39A4,-1.9532714041836259
DZIP3,1.3577269413941115
POU3F1,-3.4371349601024463
MAGEH1,2.0248724033968233
CELSR2,-1.167976794318858
TFRC,1.233345373271389
MYO1B,-0.890338049194986
PYM1,-0.9686811742070096
SOCS5,1.307923506115698
CILP2,1.7662567478825149
FPR1,2.1938679234751524
SMPD2,-1.1468899027265036
DIAPH1,-1.055098756191799
CACNA1G,2.443117519570381
SLC44A3,-2.197097034020018
PNPLA4,-1.6229399556467021
CCDC136,1.1422792760872533
ZNF594,1.2967362136592484
IFT172,1.0973977318594794
MREG,-1.4830579023674706
TMCO3,0.968894074782517
TTC39A,-2.147887179597546
SYDE1,1.1706337643812241
PIFO,-1.9183596550938977
POLM,-2.2486291938966754
MSRB3,0.966674056818234
IGFBP4,2.052420970036623
SDK1,2.073586703355024
FZD2,1.2644796306831132
GPR4,2.447329906586507
KANK4,-3.3171988495128737
PTPRE,-1.0492925115872118
TXNDC17,-1.2154246503974124
KLF6,-1.1534356700875263
NFASC,1.1240817313799962
IDI1,-1.0930592639951888
MYCBPAP,-2.1479493670895464
RIC3,-3.275870620765444
SLC35E2B,0.9201705559655078
ACTR3C,-1.7944284003293853
WNT10A,-3.9700917623117
GPR153,-1.151349618798368
LTB,-4.551151990451239
MVD,-1.0716705722461088
PALMD,-2.263439047759431
HSD11B2,-2.580372610512165
PCGF5,1.0652715631638543
EGLN3,-2.4752589495252213
TMBIM1,-1.0885615109847784
C1QTNF6,-1.237621959282351
RTN4R,-1.2562087550110443
BCR,-0.9789475506678926
PBX1,1.3767863862565746
MCCC2,-0.8923140179986183
EPB41L4B,-1.4441009370729003
AHI1,1.3503785722411334
HOXA1,-1.4964887229294601
GLUL,-1.176450762324428
EFNB3,1.860801104719453
SYT16,-2.040261584957125
TMEM178B,2.954540158955722
MXD4,0.9552004004459089
SLC17A9,1.3367039355468133
FBN2,0.9532076362937635
SH3RF3,2.5246274207341624
FBLL1,2.0789049004083777
MT-CO2,-2.5142760251087304
PXYLP1,1.1797175913284343
FAM241B,-1.3054202098843979
CYP4F3,-3.0621197609544692
PRRX1,3.641775036619661
CASP7,1.058262979799469
FLRT2,-1.2611271491121367
PCDHAC1,-4.146792032410353
ARHGEF10L,1.175263765010129
DUSP14,-1.2573874704183488
ADCK1,-1.1744373081873491
C20orf96,1.2455189288618886
SAPCD2,1.1765389636067571
SAT1,-1.7892004632600762
NNAT,-1.7152210001991617
PTPN13,-0.8850722590185133
SLC27A3,-1.1069884903977671
DIRAS1,3.3110565341692615
EBP,-1.654752022523136
ACSS3,1.7134586843136774
KAT2B,1.3907416752247037
CSF2,-1.974746075901073
CD164L2,-2.2471293797317484
SOWAHC,-1.1971590411881265
ITGA5,1.3265476993922514
XAF1,2.8642147390588475
SACS,0.9001170175146226
TLX2,2.498145208990058
COL9A3,2.3343569399346293
MEX3B,2.1478516173449047
TUBB4A,2.63733674257145
SLC45A3,-1.2664349228563399
CEND1,3.297114694380261
GGT7,1.336289811296343
SERPING1,-1.1448340936385073
SYNM,1.3908331352292511
PNP,-0.9669434386915683
EPAS1,-1.0843847957537647
ARHGEF25,1.5758501315830724
ZBTB16,2.746697500114515
DLX2,-1.8061938047852675
RAB7B,-1.6704345972198034
PRKAA2,2.630021056072562
LYPD5,-1.789055836584117
DUSP4,-1.5842395660996498
EIF3D,-1.1361533919444733
CD44,-1.3778577785175683
CCDC85C,-0.9667391047909717
PHLDA2,-1.4839585992996582
MAPKBP1,-1.1092226428557024
PCDH1,-3.4216779959945844
CELSR1,-0.9005513306992587
PLEKHF1,-1.2877430445710085
GSTK1,-0.8478591672294666
PDLIM1,-1.0409806385427838
IL1RAPL2,2.8859558755290866
HMCN1,1.7981278724481737
CACNG7,4.998530897004639
ZNF296,-2.6190636925960638
ETV4,-1.1223533802892278
ZNF780B,1.2644537454020046
ITPKA,1.497541156162301
EEF1AKMT4,-1.4431413617702107
PYCR2,-0.9973157752149544
TOR4A,1.2771233093726881
EVI5L,0.9946346221905575
IMPA2,-1.1663598682272065
MAGED2,1.008906589633938
SEPTIN11,0.9402775741624189
ATP2C2,-1.8268130314647035
PLAU,-1.205704526380634
COL9A2,1.4253536072635986
IL1RL2,-1.428305234449359
DPY19L3,1.0193744207731257
RAET1E,-1.6224856700945494
PCTP,-0.9771521031854589
RNF165,-2.706991098163366
ANOS1,2.4074477398428686
SEL1L,0.9799429667275756
B4GALT2,-1.1239016700663356
RAP1GAP2,-1.0965612016432105
SLC46A1,-1.5958226220168261
SUN2,1.310884262361369
ASPH,0.9338469047361816
ADAM9,1.1527602112336472
TRHDE,1.312599217742418
BAG2,1.0825663811560013
RPH3AL,2.4022723472217478
CAPN5,1.7302105954872808
PCDHGA5,2.382268252440796
PLA2R1,1.3480658278846345
RASEF,-1.8126040392783422
ZNF641,-1.0179935000833291
GLCE,0.9472799046557889
MEIS3,2.184340074474543
SLC16A9,-2.538298977360675
CGNL1,2.254589552414222
BLACAT1,-3.413066426629982
NKPD1,-2.268724287237564
C1orf122,-1.0049423962200459
PDLIM2,-1.0369947549943852
KIF3C,-1.032729038694278
CFH,2.2328086366482505
GCNT1,1.0438969523876394
EVA1A,1.1255234916688288
SLC49A3,2.1184272310221863
KRT13,-4.231088150854784
TMPRSS4,-3.3956755143045254
SGSM2,1.0323410167486384
P4HA1,1.5170936779495592
PRRT3,1.4685481343236164
NOTCH4,1.7663826369020836
DAB2IP,-1.4701923180942105
BCL2L10,-1.8719232686822258
CEP162,1.8270266392036258
SOX9,-1.7746983045950737
NT5E,0.9124514130238897
BMERB1,1.7742261774077395
MGST2,-1.5806638389415766
NEFL,-1.4605397385536052
ST3GAL2,1.0527086082978216
CHRD,2.59168297930893
CPA6,-3.555445478002391
TSLP,1.5588165146265154
OSBP2,-1.5922113204929567
TC2N,-4.715512997855741
FAM171B,1.2312339224244662
FHDC1,-2.10411645065781
HIVEP1,-1.4347230839581138
VWA2,-2.398024350656713
TMEM45B,-2.5923293549102913
BACE1,0.962943518959435
ZFP36L1,-1.9499076228586534
SPTBN2,-1.4641034196603033
STOM,-0.8939217884718265
FLAD1,-1.0077285182628106
ZNF302,1.4253041377323517
ABCG1,-1.285433602834008
PNMA6A,2.730248473303906
INHBE,2.4076590414255583
STC2,1.9252994379429416
MRPS30,-1.017766184832057
GFRA3,2.1843352629165507
LCTL,1.437859027887183
ZNF292,1.3933053485726217
E2F7,-0.9340763945776219
POLR3G,-0.9823935603345048
BARX2,-4.686921709270047
ZNF367,1.0483456596168579
VPS37B,-1.261005291459395
KIAA0513,1.141610825900065
NLRC5,1.2531911244296357
CHST15,-1.0676543399615923
MDH2,-1.110766539173226
DAAM1,-0.996618150003629
TESMIN,-1.540740547558867
LIMS2,2.316231219118286
PTBP3,-0.9141986338108034
HES1,-1.7706783114771756
BICC1,1.5453257376024945
PXN,-1.3582996754967804
KRT9,-2.9407313609214656
SERPINB8,-0.8700008446377602
TMEM147,-0.8720877005215023
NINL,1.2864427181977578
NREP,1.9187059377798221
NFKBIA,-1.1108964013696847
RNF208,1.5803782417408223
TMEM200B,1.704708829417049
DEDD2,-1.438094465903953
CMTM7,-1.0006640683559633
MYB,1.7356712243803087
NID1,2.1758405864241195
ITPKB,-1.1324373055995702
JCAD,2.4505445553957252
PAFAH1B3,-0.9131145394756723
SPX,1.8695297184584496
RIF1,1.173032748661529
TNFSF15,-1.8073228652819933
FAM161A,1.047773381422369
SMAD9,1.4221089354419802
SLITRK6,-2.777374230180174
GALNT1,0.9360214135396411
PHTF1,1.1871768247266117
YRDC,-0.9052639342064379
FBLN5,3.9705225950739913
DENND5B,0.9279343923037131
CACNG8,2.134837430394993
CPNE3,-0.8466285813043117
SPNS2,-1.9082182770634426
LIG3,-0.8568968492664024
F11R,-1.706613114385107
STK24,-0.8720958742929181
CXCL12,4.032092699070805
ERBIN,1.0101374897494602
SYPL2,2.3060887014645313
FOXA2,-4.744111775027465
PLP2,-2.0036476598504582
ANKMY2,0.948740932480331
BAG3,-1.538747429684986
PDP2,-0.914800691206698
TSPAN14,-1.3489042065768129
TTC28,1.8469060043892898
IL31RA,-1.5928925871637745
CCDC24,-1.0090288536324132
AL135905.2,-2.1484668162387157
PGPEP1,1.1102490259296172
PDS5B,0.8982191072736071
SFRP1,-2.729380900846952
PLEKHA6,-2.605702861412533
PPP1R3F,1.2637847502044532
ATRX,1.1445856934812286
TCF20,-1.2284403872562848
IFIT1,2.3732398556700076
ILDR2,2.0105521269705364
"NAT10",-1.0391556905810273
IL17RD,1.2648368030017736
ANKRD2,-2.8166850462509814
PTGS1,-1.8374954157225951
DRAXIN,2.650585395875253
ADCY1,-1.507795316547651
FKBP5,0.9116084603719845
CAMKK1,1.2074142556198793
ARL10,0.8892770041359578
KLRG2,-3.6724620801940033
ZNF469,2.430736669630485
RNF157,2.38202309874166
APOLD1,1.2553311197512615
GOLT1A,-2.6674941276219992
LMNB1,0.8445198131509821
ACVRL1,2.305816560040316
TRPC6,-2.4126661555381714
TACC2,-1.4434395476753066
MRRF,-0.7758757031321164
IGF2R,1.1215346794214018
SRMS,-4.0943649362428145
TNFAIP8L3,2.0858377965155217
DQX1,-2.0479137496676794
EGFR,-1.4002691595413979
C11orf91,-2.1650233906249503
APOC1,-1.685982104602071
S1PR3,2.0455367587698023
PDE6B,1.759593907857772
ROR2,2.849673461134654
LRRC15,3.5306413209209047
ZNF433,1.8267988475925048
CDYL2,1.9685080815971996
FABP5,-1.513058395525778
VPS13C,1.0824945743616392
SRPX,1.3274515975069143
APOBEC3C,-1.004062186508714
ZNF746,-1.0354355451062425
CARD6,-1.9119295780619705
TMEM263,0.9135118700476552
DCLK1,1.7795425874077346
TMEM51,-1.315711423765345
RTKN2,1.2091085857806307
NPTX1,2.6244394124502537
C1QTNF2,1.8214488307552215
CYP26B1,-2.8400529437874025
SLC17A5,1.5228401433038048
KCTD20,0.9354824861066504
BNIP3L,1.092864073086935
NKD1,-2.9396993606725355
ITPK1,-1.1324390892367484
RDH13,-1.1086157442107285
TRAM2,1.5451134160287985
SHISA9,3.9847933534995255
PA2G4,-1.0649856854680408
KLF3,-1.3868040705283355
ATP2A2,-0.866509135404195
PCDHB9,2.6818205413366876
CCDC151,1.7887469304789572
CSPG4,1.3983051709755592
